route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
90,NMBS/SNCB,IC,Knokke -- Gand-Saint-Pierre,,103,,,
91,NMBS/SNCB,IC,Zottegem -- Denderleeuw,,103,,,
92,NMBS/SNCB,IC,Deinze -- La Panne,,103,,,
93,NMBS/SNCB,IC,Bruxelles-Midi -- Ciney,,103,,,
94,NMBS/SNCB,IC,Ostende -- Gand-Saint-Pierre,,103,,,
95,NMBS/SNCB,L,Audenarde -- Renaix,,100,,,
96,NMBS/SNCB,IC,Bruxelles-Midi -- Rochefort-Jemelle,,103,,,
97,NMBS/SNCB,IC,Libramont -- Arlon,,103,,,
98,NMBS/SNCB,IC,Audenarde -- Courtrai,,103,,,
99,NMBS/SNCB,IC,Audenarde -- Denderleeuw,,103,,,
