route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
2,000002,88____:049::8892601:8895208:4:1104:20211205,Zottegem,11008,,26,,1
4,000004,88____:049::8892007:8896149:4:1042:20220109,Waregem,11008,,27,,1
5,000005,88____:049::8896305:8896735:5:1141:20220116,Poperinge,11008,,28,,1
1,000001,88____:049::8885001:8885704:4:1726:20211203,Mouscron,11009,,29,,1
6,000003,88____:049::8873007:8872009:8:944:20211114,Charleroi-Sud,11009,,30,,1
7,000006,88____:049::8891405:8891009:3:1000:20211128,Bruges,11009,,31,,1
2,000002,88____:049::8892601:8895208:4:1204:20211205,Zottegem,11009,,32,,1
4,000004,88____:049::8892007:8896149:4:1142:20220109,Waregem,11009,,33,,1
5,000005,88____:049::8896305:8896735:5:1241:20220116,Poperinge,11009,,34,,1
1,000001,88____:049::8885001:8885704:4:1826:20211203,Mouscron,11010,,35,,1
6,000003,88____:049::8872009:8873007:8:1112:20211114,Walcourt,11010,,36,,1
7,000006,88____:049::8891405:8891009:3:1100:20211128,Bruges,11010,,37,,1
2,000002,88____:049::8892601:8895208:4:1304:20211205,Zottegem,11010,,38,,1
4,000004,88____:049::8892007:8896149:4:1242:20220109,Waregem,11010,,39,,1
5,000005,88____:049::8896305:8896735:5:1341:20220116,Poperinge,11010,,40,,1
1,000001,88____:049::8885001:8885704:4:1926:20211203,Mouscron,11011,,41,,1
6,000003,88____:049::8873007:8872009:8:1144:20211114,Charleroi-Sud,11011,,42,,1
7,000006,88____:049::8891405:8891009:3:1200:20211128,Bruges,11011,,43,,1
2,000002,88____:049::8892601:8895208:4:1404:20211205,Zottegem,11011,,44,,1
4,000004,88____:049::8892007:8896149:4:1342:20220109,Waregem,11011,,45,,1
5,000005,88____:049::8896305:8896735:5:1441:20220116,Poperinge,11011,,46,,1
1,000001,88____:049::8885001:8885704:4:2026:20211203,Mouscron,11012,,47,,1
6,000003,88____:049::8872009:8873007:8:1312:20211114,Walcourt,11012,,48,,1
7,000006,88____:049::8891405:8891009:3:1300:20211128,Bruges,11012,,49,,1
2,000002,88____:049::8892601:8895208:4:1504:20211205,Zottegem,11012,,50,,1
4,000004,88____:049::8892007:8896149:4:1442:20220109,Waregem,11012,,51,,1
5,000005,88____:049::8896305:8896735:5:1541:20220116,Poperinge,11012,,52,,1
1,000001,88____:049::8885001:8885704:4:2126:20211203,Mouscron,11013,,53,,1
6,000003,88____:049::8873007:8872009:8:1344:20211114,Charleroi-Sud,11013,,54,,1
7,000006,88____:049::8891405:8891009:3:1400:20211128,Bruges,11013,,55,,1
2,000002,88____:049::8892601:8895208:4:1604:20211205,Zottegem,11013,,56,,1
4,000004,88____:049::8892007:8896149:4:1542:20220109,Waregem,11013,,57,,1
5,000005,88____:049::8896305:8896735:5:1641:20220116,Poperinge,11013,,58,,1
1,000001,88____:049::8885001:8885704:4:2226:20211203,Mouscron,11014,,59,,1
6,000003,88____:049::8872009:8873007:8:1512:20211114,Walcourt,11014,,60,,1
7,000006,88____:049::8891405:8891009:3:1500:20211128,Bruges,11014,,61,,1
2,000002,88____:049::8892601:8895208:4:1704:20211205,Zottegem,11014,,62,,1
4,000004,88____:049::8892007:8896149:4:1642:20220109,Waregem,11014,,63,,1
5,000005,88____:049::8896305:8896735:5:1741:20220116,Poperinge,11014,,64,,1
1,000001,88____:049::8885001:8885704:4:2326:20211203,Mouscron,11015,,65,,1
6,000003,88____:049::8873007:8872009:8:1544:20211114,Charleroi-Sud,11015,,66,,1
7,000006,88____:049::8891405:8891009:3:1600:20211128,Bruges,11015,,67,,1
2,000002,88____:049::8892601:8895208:4:1804:20211205,Zottegem,11015,,68,,1
4,000004,88____:049::8892007:8896149:4:1742:20220109,Waregem,11015,,69,,1
5,000005,88____:049::8896305:8896735:5:1841:20220116,Poperinge,11015,,70,,1
6,000003,88____:049::8872009:8873007:8:1712:20211114,Walcourt,11016,,71,,1
7,000006,88____:049::8891405:8891009:3:1700:20211128,Bruges,11016,,72,,1
2,000002,88____:049::8892601:8895208:4:1904:20211205,Zottegem,11016,,73,,1
4,000004,88____:049::8892007:8896149:4:1842:20220109,Waregem,11016,,74,,1
5,000005,88____:049::8896305:8896735:5:1941:20220116,Poperinge,11016,,75,,1
6,000003,88____:049::8873007:8872009:8:1744:20211114,Charleroi-Sud,11017,,76,,1
7,000006,88____:049::8891405:8891009:3:1800:20211128,Bruges,11017,,77,,1
2,000002,88____:049::8892601:8895208:4:2004:20211205,Zottegem,11017,,78,,1
4,000004,88____:049::8892007:8896149:4:1942:20220109,Waregem,11017,,79,,1
5,000005,88____:049::8896305:8896735:5:2041:20220116,Poperinge,11017,,80,,1
6,000003,88____:049::8872009:8873007:8:1912:20211114,Walcourt,11018,,81,,1
7,000006,88____:049::8891405:8891009:3:1900:20211128,Bruges,11018,,82,,1
2,000002,88____:049::8892601:8895208:4:2104:20211205,Zottegem,11018,,83,,1
4,000004,88____:049::8892007:8896149:4:2042:20220109,Waregem,11018,,84,,1
5,000005,88____:049::8896305:8896735:5:2141:20220116,Poperinge,11018,,85,,1
6,000003,88____:049::8873007:8872009:8:1944:20211114,Charleroi-Sud,11019,,86,,1
7,000006,88____:049::8891405:8891009:3:2000:20211128,Bruges,11019,,87,,1
2,000002,88____:049::8892601:8895208:4:2204:20211205,Zottegem,11019,,88,,1
4,000004,88____:049::8892007:8896149:4:2142:20220109,Waregem,11019,,89,,1
5,000005,88____:049::8896305:8896735:5:2241:20220116,Poperinge,11019,,90,,1
6,000003,88____:049::8872009:8873007:8:2112:20211114,Walcourt,11020,,91,,1
7,000006,88____:049::8891405:8891009:3:2100:20211128,Bruges,11020,,92,,1
4,000004,88____:049::8892007:8896149:4:2242:20220109,Waregem,11020,,93,,1
5,000005,88____:049::8896305:8896735:5:2341:20220116,Poperinge,11020,,94,,1
6,000003,88____:049::8873007:8872009:8:2144:20211114,Charleroi-Sud,11021,,95,,1
7,000006,88____:049::8891405:8891009:3:2215:20211128,Bruges,11021,,96,,1
4,000004,88____:049::8892007:8896149:4:2342:20220109,Waregem,11021,,97,,1
5,000005,88____:049::8896305:8896735:5:2441:20220116,Poperinge,11021,,98,,1
1,000001,88____:049::8885704:8885001:4:530:20211203,Tournai,11022,,99,,1
6,000003,88____:049::8872009:8873007:8:2312:20211114,Walcourt,11022,,100,,1
7,000006,88____:049::8891405:8891009:3:2315:20211128,Bruges,11022,,101,,1
4,000004,88____:049::8892007:8896149:4:2442:20220109,Waregem,11022,,102,,1
8,000001,88____:049::8896008:8885001:5:630:20211203,Tournai,11023,,103,,1
4,000007,88____:049::8892007:8896149:4:142:20220110,Waregem,11023,,104,,1
1,000001,88____:049::8885704:8885001:4:730:20211203,Tournai,11024,,105,,1
1,000001,88____:049::8885704:8885001:4:830:20211203,Tournai,11025,,106,,1
1,000001,88____:049::8885704:8885001:4:930:20211203,Tournai,11026,,107,,1
4,000004,88____:049::8896149:8892007:4:638:20220109,Gand-Saint-Pierre,11026,,108,,1
1,000001,88____:049::8885704:8885001:4:1030:20211203,Tournai,11027,,109,,1
7,000006,88____:049::8891009:8891405:3:707:20211128,Blankenberge,11027,,110,,1
4,000004,88____:049::8896149:8892007:4:738:20220109,Gand-Saint-Pierre,11027,,111,,1
3,000003,88____:049::8892007:8891009:10:831:20211114,Bruges,11027,,112,,1
5,000005,88____:049::8896735:8896305:5:524:20220116,Menin,11027,,113,,1
1,000001,88____:049::8885704:8885001:4:1130:20211203,Tournai,11028,,114,,1
7,000006,88____:049::8891009:8891405:3:807:20211128,Blankenberge,11028,,115,,1
4,000004,88____:049::8896149:8892007:4:838:20220109,Gand-Saint-Pierre,11028,,116,,1
3,000003,88____:049::8892007:8891009:10:931:20211114,Bruges,11028,,117,,1
5,000005,88____:049::8896735:8896305:5:624:20220116,Menin,11028,,118,,1
1,000001,88____:049::8885704:8885001:4:1230:20211203,Tournai,11029,,119,,1
7,000006,88____:049::8891009:8891405:3:923:20211128,Blankenberge,11029,,120,,1
2,000002,88____:049::8895208:8892601:4:748:20211205,Audenarde,11029,,121,,1
4,000004,88____:049::8896149:8892007:4:938:20220109,Gand-Saint-Pierre,11029,,122,,1
3,000003,88____:049::8892007:8891009:10:1031:20211114,Bruges,11029,,123,,1
5,000005,88____:049::8896735:8896305:5:724:20220116,Menin,11029,,124,,1
1,000001,88____:049::8885704:8885001:4:1330:20211203,Tournai,11030,,125,,1
7,000006,88____:049::8891009:8891405:3:1023:20211128,Blankenberge,11030,,126,,1
2,000002,88____:049::8895208:8892601:4:848:20211205,Audenarde,11030,,127,,1
4,000004,88____:049::8896149:8892007:4:1038:20220109,Gand-Saint-Pierre,11030,,128,,1
3,000003,88____:049::8892007:8891009:10:1131:20211114,Bruges,11030,,129,,1
5,000005,88____:049::8896735:8896305:5:824:20220116,Menin,11030,,130,,1
1,000001,88____:049::8885704:8885001:4:1430:20211203,Tournai,11031,,131,,1
7,000006,88____:049::8891009:8891405:3:1123:20211128,Blankenberge,11031,,132,,1
2,000002,88____:049::8895208:8892601:4:948:20211205,Audenarde,11031,,133,,1
4,000004,88____:049::8896149:8892007:4:1138:20220109,Gand-Saint-Pierre,11031,,134,,1
3,000003,88____:049::8892007:8891009:10:1231:20211114,Bruges,11031,,135,,1
5,000005,88____:049::8896735:8896305:5:924:20220116,Menin,11031,,136,,1
1,000001,88____:049::8885704:8885001:4:1530:20211203,Tournai,11032,,137,,1
7,000006,88____:049::8891009:8891405:3:1223:20211128,Blankenberge,11032,,138,,1
2,000002,88____:049::8895208:8892601:4:1048:20211205,Audenarde,11032,,139,,1
4,000004,88____:049::8896149:8892007:4:1238:20220109,Gand-Saint-Pierre,11032,,140,,1
3,000003,88____:049::8892007:8891009:10:1331:20211114,Bruges,11032,,141,,1
5,000005,88____:049::8896735:8896305:5:1024:20220116,Menin,11032,,142,,1
1,000001,88____:049::8885704:8885001:4:1630:20211203,Tournai,11033,,143,,1
7,000006,88____:049::8891009:8891405:3:1323:20211128,Blankenberge,11033,,144,,1
2,000002,88____:049::8895208:8892601:4:1148:20211205,Audenarde,11033,,145,,1
4,000004,88____:049::8896149:8892007:4:1338:20220109,Gand-Saint-Pierre,11033,,146,,1
3,000003,88____:049::8892007:8891009:10:1431:20211114,Bruges,11033,,147,,1
5,000005,88____:049::8896735:8896305:5:1124:20220116,Menin,11033,,148,,1
1,000001,88____:049::8885704:8885001:4:1730:20211203,Tournai,11034,,149,,1
7,000006,88____:049::8891009:8891405:3:1423:20211128,Blankenberge,11034,,150,,1
3,000008,88____:049::8892007:8891009:10:1528:20211114,Bruges,11034,,151,,1
2,000002,88____:049::8895208:8892601:4:1248:20211205,Audenarde,11034,,152,,1
4,000004,88____:049::8896149:8892007:4:1438:20220109,Gand-Saint-Pierre,11034,,153,,1
3,000009,88____:049::8892007:8891009:10:1531:20211113,Bruges,11034,,154,,1
5,000005,88____:049::8896735:8896305:5:1224:20220116,Menin,11034,,155,,1
1,000001,88____:049::8885704:8885001:4:1830:20211203,Tournai,11035,,156,,1
7,000006,88____:049::8891009:8891405:3:1523:20211128,Blankenberge,11035,,157,,1
3,000008,88____:049::8892007:8891009:10:1628:20211114,Bruges,11035,,158,,1
2,000002,88____:049::8895208:8892601:4:1348:20211205,Audenarde,11035,,159,,1
4,000004,88____:049::8896149:8892007:4:1538:20220109,Gand-Saint-Pierre,11035,,160,,1
3,000009,88____:049::8892007:8891009:10:1631:20211113,Bruges,11035,,161,,1
5,000005,88____:049::8896735:8896305:5:1324:20220116,Menin,11035,,162,,1
1,000001,88____:049::8885704:8885001:4:1930:20211203,Tournai,11036,,163,,1
7,000006,88____:049::8891009:8891405:3:1623:20211128,Blankenberge,11036,,164,,1
3,000008,88____:049::8892007:8891009:10:1728:20211114,Bruges,11036,,165,,1
2,000002,88____:049::8895208:8892601:4:1448:20211205,Audenarde,11036,,166,,1
4,000004,88____:049::8896149:8892007:4:1638:20220109,Gand-Saint-Pierre,11036,,167,,1
3,000009,88____:049::8892007:8891009:10:1731:20211113,Bruges,11036,,168,,1
5,000005,88____:049::8896735:8896305:5:1424:20220116,Menin,11036,,169,,1
1,000001,88____:049::8885704:8885001:4:2030:20211203,Tournai,11037,,170,,1
7,000006,88____:049::8891009:8891405:3:1723:20211128,Blankenberge,11037,,171,,1
3,000008,88____:049::8892007:8891009:10:1828:20211114,Bruges,11037,,172,,1
2,000002,88____:049::8895208:8892601:4:1548:20211205,Audenarde,11037,,173,,1
4,000004,88____:049::8896149:8892007:4:1738:20220109,Gand-Saint-Pierre,11037,,174,,1
3,000009,88____:049::8892007:8891009:10:1831:20211113,Bruges,11037,,175,,1
5,000005,88____:049::8896735:8896305:5:1524:20220116,Menin,11037,,176,,1
1,000001,88____:049::8885704:8885001:4:2130:20211203,Tournai,11038,,177,,1
7,000006,88____:049::8891009:8891405:3:1823:20211128,Blankenberge,11038,,178,,1
3,000008,88____:049::8892007:8891009:10:1928:20211114,Bruges,11038,,179,,1
2,000002,88____:049::8895208:8892601:4:1648:20211205,Audenarde,11038,,180,,1
4,000004,88____:049::8896149:8892007:4:1838:20220109,Gand-Saint-Pierre,11038,,181,,1
3,000009,88____:049::8892007:8891009:10:1931:20211113,Bruges,11038,,182,,1
5,000005,88____:049::8896735:8896305:5:1624:20220116,Menin,11038,,183,,1
1,000001,88____:049::8885704:8885001:4:2230:20211203,Tournai,11039,,184,,1
7,000006,88____:049::8891009:8891405:3:1923:20211128,Blankenberge,11039,,185,,1
3,000008,88____:049::8892007:8891009:10:2028:20211114,Bruges,11039,,186,,1
2,000002,88____:049::8895208:8892601:4:1748:20211205,Audenarde,11039,,187,,1
4,000004,88____:049::8896149:8892007:4:1938:20220109,Gand-Saint-Pierre,11039,,188,,1
3,000009,88____:049::8892007:8891009:10:2031:20211113,Bruges,11039,,189,,1
5,000005,88____:049::8896735:8896305:5:1724:20220116,Menin,11039,,190,,1
1,000001,88____:049::8885001:8885704:4:843:20211203,Mouscron,11040,,191,,1
7,000006,88____:049::8891009:8891405:3:2023:20211128,Blankenberge,11040,,192,,1
3,000008,88____:049::8892007:8891009:10:2128:20211114,Bruges,11040,,193,,1
2,000002,88____:049::8895208:8892601:4:1848:20211205,Audenarde,11040,,194,,1
4,000004,88____:049::8896149:8892007:4:2038:20220109,Gand-Saint-Pierre,11040,,195,,1
3,000009,88____:049::8892007:8891009:10:2131:20211113,Bruges,11040,,196,,1
5,000005,88____:049::8896735:8896305:5:1824:20220116,Menin,11040,,197,,1
1,000001,88____:049::8885001:8885704:4:943:20211203,Mouscron,11041,,198,,1
7,000006,88____:049::8891009:8891405:3:2123:20211128,Blankenberge,11041,,199,,1
3,000008,88____:049::8892007:8891009:10:2228:20211114,Bruges,11041,,200,,1
2,000002,88____:049::8895208:8892601:4:1948:20211205,Audenarde,11041,,201,,1
4,000004,88____:049::8896149:8892007:4:2138:20220109,Gand-Saint-Pierre,11041,,202,,1
3,000009,88____:049::8892007:8891009:10:2231:20211113,Bruges,11041,,203,,1
5,000005,88____:049::8896735:8896305:5:1924:20220116,Menin,11041,,204,,1
1,000001,88____:049::8885001:8885704:4:1043:20211203,Mouscron,11042,,205,,1
7,000006,88____:049::8891009:8891405:3:2223:20211128,Blankenberge,11042,,206,,1
3,000008,88____:049::8892007:8891009:10:2328:20211114,Bruges,11042,,207,,1
2,000002,88____:049::8895208:8892601:4:2048:20211205,Audenarde,11042,,208,,1
4,000004,88____:049::8896149:8892007:4:2238:20220109,Gand-Saint-Pierre,11042,,209,,1
3,000009,88____:049::8892007:8891009:10:2331:20211113,Bruges,11042,,210,,1
5,000005,88____:049::8896735:8896305:5:2024:20220116,Menin,11042,,211,,1
1,000001,88____:049::8885001:8885704:4:1143:20211203,Mouscron,11043,,212,,1
7,000006,88____:049::8891009:8891405:3:2323:20211128,Blankenberge,11043,,213,,1
2,000002,88____:049::8895208:8892601:4:2148:20211205,Audenarde,11043,,214,,1
9,000004,88____:049::8896149:8893401:13:2453:20220109,Termonde,11043,,215,,1
3,000010,88____:049::8892007:8891009:10:2422:20220113,Bruges,11043,,216,,1
5,000005,88____:049::8896735:8896305:5:2124:20220116,Menin,11043,,217,,1
1,000001,88____:049::8885001:8885704:4:1243:20211203,Mouscron,11044,,218,,1
10,000011,88____:049::8891009:8891702:2:36:20211120,Ostende,11044,,219,,1
2,000002,88____:049::8895208:8892601:4:2248:20211205,Audenarde,11044,,220,,1
3,000012,88____:049::8892007:8891009:10:126:20220114,Bruges,11044,,221,,1
5,000005,88____:049::8896735:8896305:5:2224:20220116,Menin,11044,,222,,1
1,000001,88____:049::8885001:8885704:4:1343:20211203,Mouscron,11045,,223,,1
10,000011,88____:049::8891009:8891702:2:158:20211120,Ostende,11045,,224,,1
3,000008,88____:049::8892007:8891009:10:141:20211114:1,Bruges,11045,,225,,1
2,000002,88____:049::8895208:8892601:4:2348:20211205,Audenarde,11045,,226,,1
1,000001,88____:049::8885001:8885704:4:1443:20211203,Mouscron,11046,,227,,1
1,000001,88____:049::8885001:8885704:4:1543:20211203,Mouscron,11047,,228,,1
1,000001,88____:049::8885001:8885704:4:1643:20211203,Mouscron,11048,,229,,1
1,000001,88____:049::8885001:8885704:4:1743:20211203,Mouscron,11049,,230,,1
1,000001,88____:049::8885704:8885001:4:810:20211203,Tournai,11050,,231,,1
1,000001,88____:049::8885704:8885001:4:910:20211203,Tournai,11051,,232,,1
1,000001,88____:049::8885704:8885001:4:1010:20211203,Tournai,11052,,233,,1
1,000001,88____:049::8885704:8885001:4:1110:20211203,Tournai,11053,,234,,1
1,000001,88____:049::8885704:8885001:4:1210:20211203,Tournai,11054,,235,,1
1,000001,88____:049::8885704:8885001:4:1310:20211203,Tournai,11055,,236,,1
11,000013,88____:049::8865300:8865003:2:750:20211212,Libramont,11055,,237,,1
3,000014,88____:049::8891009:8892007:10:842:20211205,Gand-Saint-Pierre,11056,,238,,1
1,000001,88____:049::8885704:8885001:4:1410:20211203,Tournai,11056,,239,,1
12,000015,88____:049::8822111:8822004:3:826:20211121,Malines,11056,,240,,1
3,000016,88____:049::8891009:8892007:10:942:20211204,Gand-Saint-Pierre,11057,,241,,1
1,000001,88____:049::8885704:8885001:4:1510:20211203,Tournai,11057,,242,,1
11,000013,88____:049::8865300:8865003:2:950:20211212,Libramont,11057,,243,,1
12,000015,88____:049::8822111:8822004:3:926:20211121,Malines,11057,,244,,1
3,000014,88____:049::8891009:8892007:10:1042:20211205,Gand-Saint-Pierre,11058,,245,,1
1,000001,88____:049::8885704:8885001:4:1610:20211203,Tournai,11058,,246,,1
12,000015,88____:049::8822111:8822004:3:1026:20211121,Malines,11058,,247,,1
3,000016,88____:049::8891009:8892007:10:1142:20211204,Gand-Saint-Pierre,11059,,248,,1
1,000001,88____:049::8885704:8885001:4:1710:20211203,Tournai,11059,,249,,1
11,000013,88____:049::8865300:8865003:2:1150:20211212,Libramont,11059,,250,,1
12,000015,88____:049::8822111:8822004:3:1126:20211121,Malines,11059,,251,,1
3,000014,88____:049::8891009:8892007:10:1242:20211205,Gand-Saint-Pierre,11060,,252,,1
1,000001,88____:049::8885001:8885704:4:1837:20211203,Mouscron,11060,,253,,1
12,000015,88____:049::8822111:8822004:3:1226:20211121,Malines,11060,,254,,1
3,000016,88____:049::8891009:8892007:10:1342:20211204,Gand-Saint-Pierre,11061,,255,,1
1,000001,88____:049::8885001:8885704:4:1937:20211203,Mouscron,11061,,256,,1
11,000013,88____:049::8865300:8865003:2:1350:20211212,Libramont,11061,,257,,1
12,000015,88____:049::8822111:8822004:3:1326:20211121,Malines,11061,,258,,1
3,000014,88____:049::8891009:8892007:10:1442:20211205,Gand-Saint-Pierre,11062,,259,,1
1,000001,88____:049::8885704:8885001:4:457:20211203,Tournai,11062,,260,,1
12,000015,88____:049::8822111:8822004:3:1426:20211121,Malines,11062,,261,,1
3,000014,88____:049::8891009:8892007:10:1542:20211205,Gand-Saint-Pierre,11063,,262,,1
1,000001,88____:049::8885704:8885001:4:616:20211203,Tournai,11063,,263,,1
12,000015,88____:049::8822111:8822004:3:1526:20211121,Malines,11063,,264,,1
3,000017,88____:049::8891009:8892007:10:1642:20211205,Gand-Saint-Pierre,11064,,265,,1
1,000001,88____:049::8885704:8885001:4:716:20211203,Tournai,11064,,266,,1
12,000015,88____:049::8822111:8822004:3:1626:20211121,Malines,11064,,267,,1
3,000017,88____:049::8891009:8892007:10:1742:20211205,Gand-Saint-Pierre,11065,,268,,1
12,000015,88____:049::8822111:8822004:3:1726:20211121,Malines,11065,,269,,1
3,000017,88____:049::8891009:8892007:10:1842:20211205,Gand-Saint-Pierre,11066,,270,,1
12,000015,88____:049::8822111:8822004:3:1826:20211121,Malines,11066,,271,,1
3,000017,88____:049::8891009:8892007:10:1942:20211205,Gand-Saint-Pierre,11067,,272,,1
12,000015,88____:049::8822111:8822004:3:1926:20211121,Malines,11067,,273,,1
3,000017,88____:049::8891009:8892007:10:2042:20211205,Gand-Saint-Pierre,11068,,274,,1
12,000015,88____:049::8822111:8822004:3:2026:20211121,Malines,11068,,275,,1
3,000017,88____:049::8891009:8892007:10:2142:20211205,Gand-Saint-Pierre,11069,,276,,1
12,000015,88____:049::8822111:8822004:3:2126:20211121,Malines,11069,,277,,1
3,000017,88____:049::8891009:8892007:10:2242:20211205,Gand-Saint-Pierre,11070,,278,,1
12,000015,88____:049::8822111:8822004:3:2226:20211121,Malines,11070,,279,,1
3,000017,88____:049::8891009:8892007:10:2332:20211205,Gand-Saint-Pierre,11071,,280,,1
12,000015,88____:049::8822111:8822004:3:2326:20211121,Malines,11071,,281,,1
3,000018,88____:049::8891009:8892007:10:2432:20220113,Gand-Saint-Pierre,11072,,282,,1
3,000017,88____:049::8891009:8892007:10:2532:20211205,Gand-Saint-Pierre,11073,,283,,1
1,000001,88____:049::8885001:8885704:4:618:20211203,Mouscron,11073,,284,,1
1,000001,88____:049::8885001:8885704:4:759:20211203,Mouscron,11074,,285,,1
1,000001,88____:049::8885001:8885704:4:859:20211203,Mouscron,11075,,286,,1
1,000001,88____:049::8885001:8885704:4:1659:20211203,Mouscron,11076,,287,,1
4,000004,88____:049::8892007:8896149:4:809:20220109,Waregem,11076,,288,,1
3,000014,88____:049::8892007:8891009:10:852:20211205,Bruges,11077,,289,,1
1,000001,88____:049::8885001:8885704:4:1759:20211203,Mouscron,11077,,290,,1
12,000015,88____:049::8822004:8822111:3:609:20211121,Londerzeel,11077,,291,,1
4,000004,88____:049::8892007:8896149:4:909:20220109,Waregem,11077,,292,,1
3,000005,88____:049::8892007:8891009:10:849:20220116,Bruges,11077,,293,,1
3,000014,88____:049::8892007:8891009:10:952:20211205,Bruges,11078,,294,,1
1,000001,88____:049::8885001:8885704:4:1859:20211203,Mouscron,11078,,295,,1
12,000015,88____:049::8822004:8822111:3:709:20211121,Londerzeel,11078,,296,,1
4,000004,88____:049::8892007:8896149:4:1009:20220109,Waregem,11078,,297,,1
3,000005,88____:049::8892007:8891009:10:949:20220116,Bruges,11078,,298,,1
3,000016,88____:049::8892007:8891009:10:1052:20211204,Bruges,11079,,299,,1
11,000013,88____:049::8865003:8865300:2:730:20211212,Bertrix,11079,,300,,1
12,000015,88____:049::8822004:8822111:3:809:20211121,Londerzeel,11079,,301,,1
4,000004,88____:049::8892007:8896149:4:1109:20220109,Waregem,11079,,302,,1
3,000005,88____:049::8892007:8891009:10:1049:20220116,Bruges,11079,,303,,1
3,000014,88____:049::8892007:8891009:10:1152:20211205,Bruges,11080,,304,,1
1,000001,88____:049::8885704:8885001:4:558:20211203,Tournai,11080,,305,,1
12,000015,88____:049::8822004:8822111:3:909:20211121,Londerzeel,11080,,306,,1
4,000004,88____:049::8892007:8896149:4:1209:20220109,Waregem,11080,,307,,1
3,000005,88____:049::8892007:8891009:10:1149:20220116,Bruges,11080,,308,,1
3,000016,88____:049::8892007:8891009:10:1252:20211204,Bruges,11081,,309,,1
1,000001,88____:049::8885704:8885001:4:658:20211203,Tournai,11081,,310,,1
11,000013,88____:049::8865003:8865300:2:930:20211212,Bertrix,11081,,311,,1
12,000015,88____:049::8822004:8822111:3:1009:20211121,Londerzeel,11081,,312,,1
4,000004,88____:049::8892007:8896149:4:1309:20220109,Waregem,11081,,313,,1
3,000005,88____:049::8892007:8891009:10:1249:20220116,Bruges,11081,,314,,1
3,000014,88____:049::8892007:8891009:10:1352:20211205,Bruges,11082,,315,,1
1,000001,88____:049::8885704:8885001:4:758:20211203,Tournai,11082,,316,,1
12,000015,88____:049::8822004:8822111:3:1109:20211121,Londerzeel,11082,,317,,1
4,000004,88____:049::8892007:8896149:4:1409:20220109,Waregem,11082,,318,,1
3,000005,88____:049::8892007:8891009:10:1349:20220116,Bruges,11082,,319,,1
3,000016,88____:049::8892007:8891009:10:1452:20211204,Bruges,11083,,320,,1
1,000001,88____:049::8885704:8885001:4:858:20211203,Tournai,11083,,321,,1
11,000013,88____:049::8865003:8865300:2:1130:20211212,Bertrix,11083,,322,,1
12,000015,88____:049::8822004:8822111:3:1209:20211121,Londerzeel,11083,,323,,1
4,000004,88____:049::8892007:8896149:4:1509:20220109,Waregem,11083,,324,,1
3,000005,88____:049::8892007:8891009:10:1449:20220116,Bruges,11083,,325,,1
3,000014,88____:049::8892007:8891009:10:1552:20211205,Bruges,11084,,326,,1
1,000001,88____:049::8885704:8885001:4:1658:20211203,Tournai,11084,,327,,1
12,000015,88____:049::8822004:8822111:3:1309:20211121,Londerzeel,11084,,328,,1
4,000004,88____:049::8892007:8896149:4:1609:20220109,Waregem,11084,,329,,1
3,000005,88____:049::8892007:8891009:10:1549:20220116,Bruges,11084,,330,,1
